"OBJECTID_12","OBJECTID","caption","url","isUrban","latitude","longitude","id","owner","hometown","datetaken","dateupload","tags1","tags2","tags3","tags4","tags5","tags6","tags7","tags8","tags9","tags10","uniqueID","OBJECTID_1","STUSPS"
98072,98081,"State-of-the-art observatory near Assembly Point in Lake George, New York
(NY), United States (USA). #lakegeorge #newyork #usa #docks","https://farm5.staticflickr.com/4282/35497292450_761b3619ac.jpg",0,43.473561,-73.658439,35497292450,"28939240@N00","Ann Arbor, MI","7/10/2017 20:15","7/12/2017 21:12","water","body of water","reflection","waterway","river","loch","water resources","sea","boat","calm",98081,1,"NY"
233843,233852,"Acadia National Park, Maine. This is an update of a photo I posted last month.
This is an HDR and I was disappointed with the way it came out. I wanted to
bring out more of the foreground so I just purchased Lightroom and like the
results. It still retai","https://farm9.staticflickr.com/8459/8042238136_01aec9640e.jpg",0,44.221737,-68.335196,8042238136,"24553397@N06"," ","8/15/2012 21:51","10/1/2012 4:10","sky","cloud","rock","cliff","sea","terrain","tree","morning","dawn","mountain",233852,4,"ME"
20107,20068,"Trail leads along the brook where people play in the water.","https://farm5.staticflickr.com/4326/35818508060_282eb81896.jpg",0,44.121711,-71.683453,35818508060,"27754149@N02"," ","7/7/2017 14:20","7/28/2017 2:12","water","nature","stream","body of water","creek","waterfall","nature reserve","watercourse","wilderness","tree",20068,3,"NH"
249933,249942,"Jordan Lake","https://farm5.staticflickr.com/4490/36791437964_c08e1727fb.jpg",0,44.323733,-68.253006,36791437964,"157273586@N05"," ","9/20/2017 15:43","10/4/2017 21:49","rock","shore","coast","boulder","loch","sea","sky","geology","coastal and oceanic landforms","water",249942,4,"ME"
144563,144654,"(That's supposed to be a heart in the snow.)","https://farm9.staticflickr.com/8074/8281939163_6b72a2cf4e.jpg",0,44.246912,-73.465962,8281939163,"91203111@N04"," ","12/17/2012 12:54","12/18/2012 0:48","snow","winter","freezing","water","sky","tree","shore","ice","grass","landscape",144654,1,"NY"
250783,250792,"Out of Acadia Sunrise Excursion to Cadillac Mountain with Bryan Peterson -
Sunrise over the Schoodic Peninsula","https://farm5.staticflickr.com/4460/38160968772_8c5aab1671.jpg",0,44.351933,-68.223667,38160968772,"24706120@N05"," ","10/3/2017 6:28","11/5/2017 18:12","horizon","sky","sunset","sunrise","calm","shore","morning","dawn","sea","ocean",250792,4,"ME"
192408,192417,"Olympus digital camera","https://farm8.staticflickr.com/7121/7438671682_526c9648f9.jpg",0,44.982391,-73.105975,7438671682,"35799401@N07","Denver, CO","6/9/2012 15:17","6/25/2012 8:07","water","fun","child","vacation","recreation","girl","plant","tree","sea","grass",192417,2,"VT"
53108,53116,"The third tree in the right of way that we had to remove in the 21 miles from
Utica to Remsen.","https://farm5.staticflickr.com/4343/35559652744_27c294e27e.jpg",0,43.248672,-75.233645,35559652744,"38940927@N07"," ","8/4/2017 19:46","8/6/2017 1:54","track","transport","rail transport","path","geological phenomenon","tree","trail","plant","vehicle","recreation",53116,1,"NY"
28209,28216,"DCIM\110GOPRO\GOPR1646.JPG","https://farm5.staticflickr.com/4352/35729736683_095f452315.jpg",0,44.073186,-71.486845,35729736683,"15970544@N08","Dedham, MA","8/12/2017 13:11","8/13/2017 11:05","nature","tree","wilderness","mountainous landforms","forest","mountain","plant","woody plant","outdoor recreation","hill station",28216,3,"NH"
266360,266369,"Binnshire, Gouldsboro, Maine","https://farm9.staticflickr.com/8208/8275754379_d5c96f574e.jpg",0,44.449722,-68.015278,8275754379,"51450749@N06","Trumbull, Connecticut","11/23/2012 8:26","12/16/2012 3:27","nature","woodland","path","tree","ecosystem","forest","wilderness","leaf","autumn","deciduous",266369,4,"ME"
140760,140769,"Summer in Adirondacks Mountains in northern New York state. Mt. Whiteface
summit is accessible via hiking trails or road. In the distancce ""B"" shaped
Lake Placid near town of the same name where Winter Olympic games were hosted
in 1932 and 1980. 2015-0","https://farm5.staticflickr.com/4540/38086336226_7a107d067a.jpg",0,44.365879,-73.902904,38086336226,"90269886@N05"," ","7/5/2015 13:15","11/3/2017 15:57","sky","cloud","highland","mountain","rock","panorama","hill station","hill","fell","mountain range",140769,1,"NY"
213866,213875,"Dcim\110gopro\Gopr2701.Jpg","https://farm5.staticflickr.com/4491/37401222896_204c42cf3f.jpg",0,44.246094,-71.245567,37401222896,"44126613@N00","Dedham, MA","9/30/2017 10:50","10/2/2017 9:29","highland","ridge","mountain","mountainous landforms","wilderness","hill","fell","sky","rock","tree",213875,3,"NH"
212387,212396,"Cleaning off the memory card and came across this image that caught my eye.","https://farm9.staticflickr.com/8661/16061813657_9abeabb34d.jpg",0,44.270863,-71.303222,16061813657,"13086086@N02","L-town, CA","12/8/2014 8:14","1/10/2015 19:10","sky","mountain range","mountain","fell","mountainous landforms","sunrise","wilderness","horizon","ridge","dawn",212396,3,"NH"
251299,251308,"Out of Acadia Sunrise Excursion to (adjacent to) Boulder Beach with Michael
Hudson","https://farm5.staticflickr.com/4518/26416343829_2f01959b29.jpg",0,44.314616,-68.190684,26416343829,"24706120@N05"," ","10/5/2017 6:36","11/5/2017 18:12","horizon","sky","sunset","sea","afterglow","sunrise","calm","ocean","sun","dawn",251308,4,"ME"
215529,215518,"Dcim\110gopro\Gopr1053.Jpg","https://farm5.staticflickr.com/4232/35413992351_3f11d48c9a.jpg",0,44.341588,-71.283698,35413992351,"15970544@N08","Dedham, MA","6/25/2017 16:45","6/26/2017 10:43","nature reserve","body of water","watercourse","water resources","water","vegetation","waterfall","stream","creek","arroyo",215518,3,"NH"
232103,232112,"Close up of the cheeky squirrel reusing round our camp at the Old quarry
Campsite","https://farm8.staticflickr.com/7259/7481942298_f94f4ab438.jpg",0,44.17644,-68.651858,7481942298,"30975423@N05","Barnard Castle, co. Durham","6/19/2012 2:57","7/1/2012 21:47","squirrel","fauna","mammal","wildlife","chipmunk","fox squirrel","rodent","grass","whiskers","organism",232112,4,"ME"
224252,224261,"Clearwater Pond in Industry Maine covers 751 acres, with a maximum depth of
129 feet","https://farm8.staticflickr.com/7387/8935029261_eb82956922.jpg",0,44.716306,-70.08243,8935029261,"35328181@N03","Wayne Maine","5/31/2013 14:23","6/3/2013 12:42","water","cloud","sky","lake","nature","loch","body of water","reflection","reservoir","water resources",224261,4,"ME"
123543,123552,"Potsdam, NY","https://farm1.staticflickr.com/56/31443685401_57af568b79.jpg",0,44.631152,-74.986153,31443685401,"20456447@N03","Queensbury, NY","11/24/2016 17:50","12/10/2016 22:23","food","meal","dish","cuisine","appetizer","breakfast","thanksgiving dinner","full breakfast","brunch","supper",123552,1,"NY"
243371,243380,"Sand Beach Follow our [blog](http://parisexpat2012.wordpress.com)!","https://farm9.staticflickr.com/8574/29967427123_f208c4e62f.jpg",0,44.329328,-68.182976,29967427123,"36492300@N00","Amos, Abitibi, Canada","10/6/2016 15:15","10/27/2016 15:36","coast","sea","shore","body of water","beach","coastal and oceanic landforms","sky","water","ocean","rock",243380,4,"ME"
38381,38398,"Hiking Zealand Falls","https://farm8.staticflickr.com/7403/9010238464_85476aa9c5.jpg",0,44.217908,-71.476937,9010238464,"62837112@N03","Braintree","6/10/2013 10:49","6/10/2013 19:59","vegetation","ecosystem","spruce fir forest","temperate broadleaf and mixed forest","nature reserve","woodland","old growth forest","forest","tropical and subtropical coniferous forests","wilderness",38398,3,"NH"
242242,242251,"Hazy Sunrise","https://farm5.staticflickr.com/4431/36799284251_07629f5a5f.jpg",0,44.318152,-68.189821,36799284251,"37374959@N07"," ","8/16/2017 5:24","8/31/2017 13:50","sky","wilderness","tree","dawn","loch","horizon","morning","sea","water","lake",242251,4,"ME"
133986,133995,"Sun rise at Elk Lake; in the heart of the Adirondacks. Nippletop on the left;
Dix on the right. Explore: 10/30/2017.","https://farm5.staticflickr.com/4509/36746968303_91f83bfa79.jpg",0,44.023816,-73.829401,36746968303,"42277392@N00"," ","9/30/2017 18:17","9/30/2017 22:17","reflection","water","nature","sky","lake","loch","water resources","mountain","calm","morning",133995,1,"NY"
20403,20364,"Photo taken with Olympus Digital Pen and the kit lens.","https://farm1.staticflickr.com/463/32184237125_e0794abe36.jpg",0,44.040844,-71.679143,32184237125,"21548804@N07"," ","1/6/2017 16:30","1/8/2017 13:30","freezing","iceberg","ice","arctic","sea ice","atmosphere","sky","polar ice cap","phenomenon","winter",20364,3,"NH"
251030,251039,"Out of Acadia Sunrise Excursion to Boulder Beach with Shiv Verma","https://farm5.staticflickr.com/4458/37482628214_aafc01d64e.jpg",0,44.314133,-68.190667,37482628214,"24706120@N05"," ","10/2/2017 6:53","11/5/2017 18:12","rock","shore","coast","sky","sea","bedrock","tree","water","geology","boulder",251039,4,"ME"
273711,273628,"This Studebaker M-series truck with well driller was built between 1941 and
1948. For many years it has sat high on a pole beside Highway 9 at Alexander,
Maine, USA, advertising the business of Lawrence Lord and Sons Inc..","https://farm9.staticflickr.com/8158/7450238592_8c199929f7.jpg",0,45.095689,-67.466182,7450238592,"24609104@N06"," ","6/21/2012 10:45","6/26/2012 20:50","motor vehicle","vehicle","car","mode of transport","tank","tree","military vehicle","combat vehicle","public utility","grass",273628,4,"ME"
278107,278121,"Katahdin is part of NE111, NE100, NE4000","https://farm3.staticflickr.com/2850/9924791476_b26acdd5b4.jpg",0,45.906255,-68.906062,9924791476,"56473607@N05","Montreal","9/15/2013 10:05","9/25/2013 0:11","mountain","mountainous landforms","ridge","wilderness","sky","highland","fell","rock","national park","mountain range",278121,4,"ME"
140434,140443,"Whiteface Lodge | Lake Placid NY | 08/21/17 [Lou
Stejskal](http://loustejskal.com)
[Twitter](https://twitter.com/#!/loustejskal) |
[Facebook](https://www.facebook.com/loustejskalfood/) |
[Instagram](http://instagram.com/loustejskal)","https://farm5.staticflickr.com/4428/36937443512_5438654b46.jpg",0,44.29728,-74.0101,36937443512,"63311602@N08"," ","8/21/2017 19:24","9/8/2017 18:55","dish","food","cuisine","vegetarian food","salad","seafood","vegetable","leaf vegetable","caesar salad","asian food",140443,1,"NY"
222550,222552,"2015 Northeast European Motorcycle Rally. Coos Canyon in Byron Maine.","https://farm1.staticflickr.com/455/20275387236_c8439713ac.jpg",0,44.906536,-70.72647,20275387236,"84504685@N00","Dartmouth, MA, USA","7/25/2015 14:52","8/5/2015 1:02","nature","sign","tree","nature reserve","signage","grass","street sign","area","traffic sign","font",222552,4,"ME"
58587,58595,"Moose Island, our campsite this past weekend. Weather was less than stellar
but anytime you get out and have an island to yourself is a good weekend in my
book!","https://farm9.staticflickr.com/8553/29962004292_8ce8a11545.jpg",0,43.675469,-74.333873,29962004292,"29762217@N00","Elbridge, NY","10/1/2016 12:07","10/2/2016 22:54","aerial photography","water resources","water","archipelago","river island","bird's eye view","river","coastal and oceanic landforms","inlet","reservoir",58595,1,"NY"
250551,250560,"Out of Acadia Sunrise Excursion to (adjacent to) Boulder Beach with Michael
Hudson","https://farm5.staticflickr.com/4468/38193126921_fe86cb60e0.jpg",0,44.314683,-68.190834,38193126921,"24706120@N05"," ","10/5/2017 6:55","11/5/2017 18:12","nature","tree","sky","water","woody plant","leaf","plant","reflection","morning","branch",250560,4,"ME"
100800,100809,"Effortlessly uploaded by [Eye-Fi](http://www.eye.fi)","https://farm6.staticflickr.com/5591/14889948182_0608a86229.jpg",0,43.437072,-73.698442,14889948182,"83400109@N08"," ","8/11/2014 13:42","8/11/2014 21:55","parachute","parachuting","parasailing","sky","windsports","air sports","kite sports","atmosphere of earth","daytime","extreme sport",100809,1,"NY"
136372,136381,"Along Whiteface's northeastern arête.","https://farm6.staticflickr.com/5653/31315991582_828ab0340f.jpg",0,44.36768,-73.900331,31315991582,"94811196@N08"," ","12/4/2016 11:00","12/6/2016 15:23","mountainous landforms","sky","mountain range","mountain","geological phenomenon","ridge","hill station","winter","cloud","terrain",136381,1,"NY"
276930,276942,"undefined","https://farm9.staticflickr.com/8084/8309394012_18be747458.jpg",0,45.622501,-68.578498,8309394012,"25092961@N00"," ","7/18/2012 16:14","12/26/2012 2:35","vehicle","motor vehicle","transport","mode of transport","construction equipment","soil","rural area","tree","bulldozer","road",276942,4,"ME"
149349,149206,"Semi-Final Vermont State High School Championship game. CVU wins again.","https://farm6.staticflickr.com/5491/10682789554_c0992b49e2.jpg",0,44.34667,-73.106932,10682789554,"87271233@N06"," ","10/30/2013 15:04","11/5/2013 5:57","blue","team sport","sports","football player","games","player","sport venue","soccer player","soccer","ball game",149206,2,"VT"
192600,192609,"Olympus digital camera","https://farm9.staticflickr.com/8155/7436901364_cc04abb108.jpg",0,44.982244,-73.105687,7436901364,"35799401@N07","Denver, CO","6/15/2012 14:58","6/25/2012 1:50","pink","plant","flower","headgear","fashion accessory","cap","tree","grass","garden","hat",192609,2,"VT"
225759,225768,"I miss you girl","https://farm9.staticflickr.com/8608/28856703635_e6b3f81124.jpg",0,45.072997,-70.299789,28856703635,"92611166@N00"," ","5/3/2014 17:51","8/9/2016 13:54","wilderness","sky","tree","path","trail","geological phenomenon","road","mountain","ridge","soil",225768,4,"ME"
202879,202888,"Sterling College Farm","https://farm5.staticflickr.com/4478/23879923808_f92c126435.jpg",0,44.650366,-72.383689,23879923808,"7973252@N08","Craftsbury Common, VT","10/10/2017 12:39","10/16/2017 12:53","horse","pasture","horse like mammal","grass","tree","field","rural area","grassland","farm","sky",202888,2,"VT"
247781,247790,"Out of Acadia Sunrise Excursion to Cadillac Mountain with Bryan Peterson -
Sunrise over the Schoodic Peninsula","https://farm5.staticflickr.com/4497/38160973592_e9d880b886.jpg",0,44.35195,-68.223667,38160973592,"24706120@N05"," ","10/3/2017 6:09","11/5/2017 18:12","horizon","sky","sunset","sunrise","sea","calm","dawn","morning","dusk","loch",247790,4,"ME"
127521,127530,"The Wilder Homestead","https://farm5.staticflickr.com/4362/36359853933_42f70b8622.jpg",0,44.868157,-74.215553,36359853933,"87974483@N02"," ","8/11/2017 11:17","9/11/2017 21:27","barn","property","shed","house","grass","cottage","farm","farmhouse","wood","rural area",127530,1,"NY"
128778,128787,"OLYMPUS DIGITAL CAMERA","https://farm5.staticflickr.com/4421/36285550702_e6c3cfdea7.jpg",0,44.008841,-73.93482,36285550702,"46868682@N04","upstate new york","8/6/2017 13:18","8/9/2017 1:09","sky","cloud","water","nature","lake","reflection","loch","highland","body of water","wilderness",128787,1,"NY"
250162,250171,"Sand Beach & Newport Cove Acadia National Park Mount Desert Island, Maine
Taken just about 5 p.m. in late afternoon sun through a slight haze. (The
preceding photo of cruise ship and lighthouse was taken 35 minutes earlier.)
The people on the rocks behin","https://farm5.staticflickr.com/4453/37588655266_d0062dca95.jpg",0,44.315894,-68.190834,37588655266,"31138867@N08","Waynesfield, OH","9/21/2017 16:56","10/11/2017 16:12","water","coast","body of water","shore","sea","coastal and oceanic landforms","sky","ocean","rock","wave",250171,4,"ME"
211429,211438,"Crisp, clean air from the north made for infinite vistas and some of the
bluest skies I've seen in some time. It was a beautiful sunrise Monday to say
the least.","https://farm6.staticflickr.com/5728/21780232136_bf6a3c44e1.jpg",0,44.270879,-71.303511,21780232136,"13086086@N02","L-town, CA","9/28/2015 5:37","9/29/2015 9:09","sky","afterglow","horizon","cloud","sunrise","dawn","red sky at morning","atmosphere","sunset","morning",211438,3,"NH"
115484,115493,"Annual Camping Trip to the Adirondacks, Rollins Pond State Park, New York, USA","https://farm6.staticflickr.com/5698/21066317883_88c67fa960.jpg",0,44.318236,-74.414639,21066317883,"7245723@N02","Saskatoon, Saskatchewan","8/28/2015 18:23","9/24/2015 21:27","boat","kayak","sea kayak","water transportation","canoeing","boats and boating equipment and supplies","oar","kayaking","boating","canoe",115493,1,"NY"
213521,213530,"Mount Washington is the highest peak in the Northeastern United States at
6,288.2 ft (1,916.6 m) and the most prominent mountain east of the Mississippi
River. The mountain is notorious for its erratic weather. On the afternoon of
April 12, 1934, the Mou","https://farm5.staticflickr.com/4480/23912935428_1efcac5a77.jpg",0,44.281218,-71.240007,23912935428,"57440551@N03"," ","10/17/2017 19:22","10/18/2017 2:22","car","road","transport","asphalt","infrastructure","tree","town","vehicle","plant","family car",213530,3,"NH"
67407,67416,"Guilford Rail Systems eastbound plow extra crossing the frigid Hudson River at
Mechanicville, NY in 1988. Delaware & Hudson GP38-2 7325 and Boston & Maine
GP40 340 are power for plow 2746. - from a Kodachrome slide in my collection,
photographer unknown","https://farm5.staticflickr.com/4280/35490785296_1d3d177046.jpg",0,42.920119,-73.672835,35490785296,"38940927@N07"," ","6/25/2017 14:14","6/25/2017 18:25","bridge","transport","water","track","rail transport","reflection","truss bridge","girder bridge","river","railroad car",67416,1,"NY"
219087,218973,"Along U.S. 2 near Bethel, Maine.","https://farm6.staticflickr.com/5033/14060137510_03116d6a00.jpg",0,44.451259,-70.805822,14060137510,"93768696@N07"," ","5/16/2014 10:43","5/22/2014 20:13","river","waterway","water","loch","body of water","lake","sky","water resources","wilderness","nature reserve",218973,4,"ME"
133200,133209,"One of the two """"Hitchup Matildas"""" recently renovated.","https://farm5.staticflickr.com/4490/37002669653_f4f472f616.jpg",0,44.133211,-73.967914,37002669653,"94811196@N08"," ","10/7/2017 7:53","10/13/2017 14:59","water","wilderness","rock","river","cliff","tree","terrain","lake","geology","escarpment",133209,1,"NY"
278217,278231,"Looking north in the spherical panorama, rain falling on Mt. Katahdin getting
caught in the sunlight. I was hoping to catch a rainbow, but by the time the
camera turned east the sun had gone behind a cloud and the rainbow was gone.","https://farm8.staticflickr.com/7300/9411033379_e3e671229a.jpg",0,45.8025,-68.893333,9411033379,"56352635@N06"," ","6/15/2013 19:08","8/1/2013 3:33","reflection","nature","sky","wilderness","water","wetland","loch","lake","cloud","morning",278231,4,"ME"
187401,184941,"Clouds gathering to the west of my location","https://farm2.staticflickr.com/1575/25854388912_7fec4d0135.jpg",0,44.629512,-73.250205,25854388912,"139273624@N08"," ","3/21/2016 20:15","3/22/2016 2:27","sky","nature","night","atmosphere","light","cloud","atmosphere of earth","water","tree","evening",184941,2,"VT"
233448,233457,"Bass Harbor Lighthouse on Desert Island, Maine","https://farm3.staticflickr.com/2830/10004857615_1310b2d006.jpg",0,44.22183,-68.336753,10004857615,"21196647@N02"," ","9/5/2013 11:32","9/29/2013 18:56","sky","cloud","tree","coast","sea","shore","promontory","terrain","rock","water",233457,4,"ME"
56567,56575,"[andyarthur.org/tug-hill/salmon-river/photos-salmon-
river-...](http://andyarthur.org/tug-hill/salmon-river/photos-salmon-river-
jul-1-2013-part-a-2.html) Salmon River on Monday Jul 1, 2013. Copyright
(c)2013 Andy Arthur. Creative Commons License.","https://farm8.staticflickr.com/7357/9303981968_00c875cc49.jpg",0,43.548861,-75.94122,9303981968,"45846171@N04"," ","7/1/2013 16:20","7/16/2013 21:12","nature","vegetation","woodland","tree","forest","nature reserve","ecosystem","leaf","wilderness","rainforest",56575,1,"NY"
237236,237245,"Bubble Pond","https://farm9.staticflickr.com/8045/8111115131_b02cbc399c.jpg",0,44.297333,-68.317167,8111115131,"25483059@N08","Dallas","10/12/2012 23:23","10/22/2012 2:01","reflection","nature","water","wilderness","leaf","nature reserve","vegetation","lake","tree","autumn",237245,4,"ME"
104533,104542,"Schroon River near Schroon Falls. Essex County, NY.","https://farm9.staticflickr.com/8264/8618194462_98d5ca463f.jpg",0,43.899067,-73.747014,8618194462,"37374959@N07"," ","3/23/2013 15:50","4/4/2013 0:16","water","freezing","snow","river","water resources","reflection","ice","winter","sky","watercourse",104542,1,"NY"
220934,220335,"2 Church Street, West Paris Maine home for sale","https://farm3.staticflickr.com/2819/9563545401_5d4ec2396c.jpg",0,44.324584,-70.57402,9563545401,"64158078@N05"," ","8/17/2013 4:03","8/21/2013 20:14","kitchen","room","property","countertop","home","floor","cabinetry","real estate","house","flooring",220335,4,"ME"
103296,103305,"Amtrak #69 ""The Adirondack"" travels from Penn Station, New York City to
Montreal in Canada - ""Out the Window"" picture sequence from the Schenectady
Station to the Platttsburgh Station: winter January 2012 ©2012 GCheatle - all
rights reserved locator ","https://farm8.staticflickr.com/7151/6742679903_6f89517fa3.jpg",0,43.588563,-73.432298,6742679903,"64964567@N00","Pennington, NJ","1/20/2012 14:13","1/22/2012 15:59","snow","winter","water","freezing","tree","sky","reflection","ice","frost","lake",103305,1,"NY"
61162,61170,"[andyarthur.org/new-york-state/hamilton-county/moose-
river...](http://andyarthur.org/new-york-state/hamilton-county/moose-river-
plains/black-bear-mountain/photos-black-bear-mountain-jul-5-2014-part-b.html)
Black Bear Mountain on Saturday Jul 5, 2014. C","https://farm3.staticflickr.com/2902/14688087041_f506774205.jpg",0,43.768519,-74.755639,14688087041,"45846171@N04"," ","7/5/2014 15:58","7/19/2014 15:03","plant","vegetation","shrubland","shrub","herb","plant community","grass","groundcover","subshrub","tree",61170,1,"NY"
61638,61646,"Some recent work.","https://farm4.staticflickr.com/3794/9932726613_f677ecd18c.jpg",0,43.82998,-74.361487,9932726613,"37112037@N00","Portland, OR","9/22/2013 14:18","9/25/2013 12:46","leaf","nature","wilderness","highland","autumn","ecosystem","mountain","tree","mountainous landforms","sky",61646,1,"NY"
12170,12177,"New England Cross Country","https://farm9.staticflickr.com/8568/16407415997_8d41ca833c.jpg",0,43.662345,-71.311397,16407415997,"101706185@N06"," ","2/18/2015 14:43","2/22/2015 18:25","snow","winter","piste","sky","freezing","path","winter sport","skiing","tree","cross country skiing",12177,3,"NH"
192453,192462,"Olympus digital camera","https://farm9.staticflickr.com/8167/7437252196_525d5e3f80.jpg",0,44.981963,-73.102425,7437252196,"35799401@N07","Denver, CO","6/16/2012 10:00","6/25/2012 2:49","green","nature","lawn","grass","tree","leaf","grassland","plant","forest","meadow",192462,2,"VT"
149602,149459,"Another win at Home. Way to Go CVU!","https://farm3.staticflickr.com/2839/10147088734_161c0e2bdf.jpg",0,44.34713,-73.105537,10147088734,"87271233@N06"," ","9/28/2013 11:30","10/8/2013 10:21","player","sports","vertebrate","football player","grass","soccer player","youth","fun","plant","team sport",149459,2,"VT"
264556,264565,"Long Ledges Preserve, Frenchman Bay Conservancy","https://farm8.staticflickr.com/7404/8726586075_b7cea94331.jpg",0,44.519702,-68.164973,8726586075,"51450749@N06","Trumbull, Connecticut","4/23/2013 13:16","5/11/2013 1:06","path","woodland","tree","forest","trail","wood","plant","old growth forest","trunk","grove",264565,4,"ME"
250105,250114,"Eagle Lake in Acadia National Park Mount Desert Island, Maine DSCN5321 (2)","https://farm5.staticflickr.com/4455/37867629591_34ab91d5a9.jpg",0,44.377505,-68.2532,37867629591,"35376895@N03","Columbia Falls, Maine USA","9/18/2017 10:40","10/22/2017 23:30","fungus","penny bun","bolete","mushroom","medicinal mushroom","agaricomycetes","hymenochaetales","edible mushroom","lingzhi mushroom","discinaceae",250114,4,"ME"
247832,247841,"Sunrise Acadia National Park Maine Hit L on your keyboard for the best
clarity. ************************* Visit my
[website](http://www.megapixelmike.us) Follow me on
[Facebook](http://www.facebook.com/MegaPixelMike) Find me on Instagram under
megapixelm","https://farm5.staticflickr.com/4477/37172499684_de75b274d7.jpg",0,44.326166,-68.185755,37172499684,"7563116@N07","Lock Haven, PA","10/16/2017 7:23","10/23/2017 15:40","text","font","product","diagram","logo","line","area","brand","design","product design",247841,4,"ME"
213436,213445,"Thin high clouds allow for a halo while intermittent lower clouds allow for a
halo. On a long exposure, both are present.","https://farm4.staticflickr.com/3693/12005790144_8919a8f68b.jpg",0,44.270836,-71.303667,12005790144,"13086086@N02","L-town, CA","1/17/2014 22:47","1/18/2014 3:47","atmosphere","daytime","sky","light","atmosphere of earth","phenomenon","astronomical object","moon","sunlight","darkness",213445,3,"NH"
277830,277844,"The background is Mount Katahdin. The Summit of Owl @ Baxter State Park, Maine","https://farm1.staticflickr.com/382/19829552041_493d219dba.jpg",0,45.909665,-68.962727,19829552041,"44124370018@N01","Pittsburgh","5/24/2015 17:57","7/19/2015 11:38","wilderness","mountainous landforms","mountain","sky","tree","rock","ridge","mountain range","hill","geological phenomenon",277844,4,"ME"
176380,176389,"We stopped to picture this lovely simple church and the red leaves of the tree
beside it. Something was taking place in a School opposite and we where told
not to park where we wanted, but to drive up the road a little. The solemn
looks told me it was a","https://farm5.staticflickr.com/4500/23866396418_137437f607.jpg",0,44.252815,-72.788254,23866396418,"16190865@N04","Queensferry","10/5/2017 10:03","10/15/2017 21:21","nature","sky","church","tree","place of worship","house","building","cloud","steeple","home",176389,2,"VT"
20488,20449,"**Moosilauke Hike - Day 0;** _Woodstock, NH_ View up stream from the bridge
Friday, November 18, 2016 _Cell Phone Pic_ © _Sam Feinsilver 2016_","https://farm6.staticflickr.com/5572/30787817450_93766e2c89.jpg",0,43.994363,-71.817114,30787817450,"13789708@N04","Worcester, MA","11/18/2016 14:38","11/21/2016 13:54","water","stream","creek","wilderness","rock","nature reserve","stream bed","watercourse","riparian zone","arroyo",20449,3,"NH"
50266,50274,"This pretty brunette doesn?t seem to mind having her photo taken by the
Conductor of the Adirondack Scenic Railroad Easter Bunny train at Remsen
Depot.","https://farm8.staticflickr.com/7594/16858376569_4b379893bc.jpg",0,43.329064,-75.185365,16858376569,"38940927@N07"," ","4/4/2015 12:54","4/5/2015 18:30","winter","vision care","glasses","sunglasses","girl","jeans","fashion accessory","outerwear","fashion","fun",50274,1,"NY"
218860,218619,"Hike with Charlie, Will, Nancy, Al, and Roger","https://farm4.staticflickr.com/3671/20344869896_d3e5319050.jpg",0,44.343941,-70.945795,20344869896,"76985374@N00"," ","8/6/2015 13:53","8/7/2015 13:04","water","nature","body of water","vegetation","nature reserve","reflection","stream","watercourse","leaf","tree",218619,4,"ME"
195413,195422,"Gneiss rocks out at Johnson State College's Dibden Center for the Arts on
2/1/13. Lighting by VT Audio Visual. Photo by Jimmy Henault.","https://farm9.staticflickr.com/8466/8449842992_f4b2550cce.jpg",0,44.6405,-72.672983,8449842992,"83945187@N04"," ","2/1/2013 22:48","2/6/2013 4:07","concert","stage","entertainment","performance","rock concert","performing arts","guitarist","event","music","musician",195422,2,"VT"
63279,63287,"New for 2017 at Camp of the Woods in Speculator New York - Larsen Lodge. The
Lodge is built in honor of Ralph Larsen, a friend of Camp and a Gospel
Volunteers, Inc. board member. Just steps from the beach the first floor is a
lounge with center for wifi","https://farm5.staticflickr.com/4391/35639357983_ed99d3669a.jpg",0,43.489918,-74.353666,35639357983,"64964567@N00","Pennington, NJ","8/6/2017 8:28","8/8/2017 16:51","siding","house","home","facade","real estate","outdoor structure","roof","building","window","porch",63287,1,"NY"
192984,192993,"The Lamoille River flows through Wolcott, VT and under the Fisher Bridge (just
behind the camera). (July 4, 2017)","https://farm5.staticflickr.com/4235/35654186752_ce53e0e68f.jpg",0,44.53248,-72.427595,35654186752,"146757535@N05"," ","7/4/2017 13:44","7/9/2017 20:41","vegetation","nature","river","water","sky","nature reserve","bank","riparian zone","ecosystem","waterway",192993,2,"VT"
36994,37001,"DCIM\110GOPRO\GOPR3606.JPG","https://farm5.staticflickr.com/4573/24667461688_61d7acea2a.jpg",0,44.105791,-71.094125,24667461688,"15970544@N08","Dedham, MA","11/18/2017 13:46","11/20/2017 11:52","snow","winter","sky","cloud","mountainous landforms","mountain","mountain range","tree","freezing","glacial landform",37001,3,"NH"
129879,129888,"on Roaring Brook Trail, Adirondacks - Keene Valley, NY","https://farm9.staticflickr.com/8131/30247524815_5b53128cb1.jpg",0,44.150375,-73.761239,30247524815,"24547418@N08"," ","9/26/2016 11:53","10/10/2016 23:31","water","nature","body of water","vegetation","tree","stream","forest","wilderness","woodland","leaf",129888,1,"NY"
28070,28077,"DCIM\110GOPRO\GOPR2586.JPG","https://farm5.staticflickr.com/4416/37272025085_c6f510ab50.jpg",0,44.101902,-71.572773,37272025085,"15970544@N08","Dedham, MA","9/16/2017 10:10","9/17/2017 2:42","tree","plant","water","path","outdoor recreation","leisure","vehicle","river","recreation","tourism",28077,3,"NH"
